candidate_id,age_group,years_experience,education_level,current_location,willing_to_relocate,preferred_work_model
CAN10397,20-29,5,Vocational training,Hamburg,True,No preference
CAN10398,30-39,4,Master,Other Germany,False,Remote
CAN10399,40-49,7,Vocational training,Hamburg,False,Remote
CAN10400,40-49,17,Other,,True,Hybrid
CAN10401,40-49,4,Bachelor,Munich,False,Hybrid
CAN10402,30-39,5,Vocational training,Frankfurt,False,Hybrid
CAN10403,20-29,1,Vocational training,Other Germany,True,Hybrid
CAN10404,30-39,1,Vocational training,Berlin,False,Remote
CAN10405,30-39,4,Other,Other Germany,False,Remote
CAN10406,40-49,13,Vocational training,Frankfurt,False,Hybrid
CAN10407,30-39,1,Doctorate,Cologne,False,Hybrid
CAN10408,30-39,2,Master,Other Germany,False,Hybrid
CAN10409,40-49,2,Bachelor,Other Germany,False,Hybrid
CAN10410,30-39,3,Bachelor,Frankfurt,False,Hybrid
CAN10411,40-49,5,Other,Frankfurt,False,Remote
CAN10412,40-49,7,Bachelor,Frankfurt,True,Remote
CAN10413,30-39,5,Master,Outside Germany,True,No preference
CAN10414,40-49,12,Vocational training,Frankfurt,False,Hybrid
CAN10415,20-29,4,Bachelor,Munich,False,Remote
CAN10416,30-39,4,Other,Frankfurt,False,Hybrid
CAN10417,40-49,15,Bachelor,Hamburg,False,Hybrid
CAN10418,30-39,2,Vocational training,Cologne,False,Hybrid
CAN10419,40-49,9,Vocational training,Munich,False,No preference
CAN10420,50+,13,Vocational training,Munich,False,Hybrid
CAN10421,30-39,11,Master,Munich,False,Hybrid
CAN10422,30-39,7,Bachelor,Other Germany,False,No preference
CAN10423,20-29,1,Bachelor,Munich,False,Hybrid
CAN10424,40-49,25,Bachelor,Outside Germany,True,Remote
CAN10425,40-49,12,Master,Hamburg,False,Hybrid
CAN10426,30-39,2,Vocational training,Other Germany,False,Remote
CAN10427,30-39,6,Other,Berlin,False,Hybrid
CAN10428,40-49,6,Vocational training,Other Germany,False,Remote
CAN10429,40-49,6,Vocational training,Hamburg,True,Hybrid
CAN10430,50+,11,Master,Hamburg,True,No preference
CAN10431,40-49,5,Bachelor,Frankfurt,False,Hybrid
CAN10432,40-49,7,Master,Berlin,False,No preference
CAN10433,50+,8,Other,Cologne,False,Remote
CAN10434,20-29,3,Bachelor,Other Germany,False,Hybrid
CAN10435,50+,11,Bachelor,Munich,True,Remote
CAN10436,30-39,3,Master,Cologne,False,Hybrid
CAN10437,40-49,14,Bachelor,Munich,False,Remote
CAN10438,30-39,3,Doctorate,Berlin,False,Hybrid
CAN10439,30-39,12,Vocational training,Other Germany,False,On-site
CAN10440,20-29,5,Vocational training,Berlin,False,Hybrid
CAN10441,40-49,11,Master,Frankfurt,True,Hybrid
CAN10442,30-39,3,Master,,False,On-site
CAN10443,40-49,21,Master,Berlin,False,Hybrid
CAN10444,40-49,14,Vocational training,Hamburg,False,On-site
CAN10445,20-29,1,Bachelor,Frankfurt,True,Hybrid
CAN10446,30-39,4,Master,Berlin,True,Hybrid
CAN10447,30-39,3,Vocational training,Other Germany,False,On-site
CAN10448,40-49,15,Vocational training,Munich,True,Remote
CAN10449,30-39,3,Bachelor,Berlin,False,No preference
CAN10450,40-49,16,Vocational training,Munich,False,Remote
CAN10451,30-39,16,Other,Hamburg,True,Hybrid
CAN10452,20-29,5,Other,Cologne,False,On-site
CAN10453,30-39,8,Master,Frankfurt,True,On-site
CAN10454,40-49,13,Vocational training,Cologne,True,Hybrid
CAN10455,30-39,7,Vocational training,Munich,False,Remote
CAN10456,30-39,5,Vocational training,Frankfurt,False,Remote
CAN10457,40-49,9,Master,Hamburg,False,Hybrid
CAN10458,40-49,6,Bachelor,Berlin,True,No preference
CAN10459,40-49,9,Vocational training,Munich,True,Hybrid
CAN10460,20-29,1,Vocational training,Cologne,True,Remote
CAN10461,20-29,2,Bachelor,Hamburg,False,Hybrid
CAN10462,20-29,2,Other,Other Germany,False,No preference
CAN10463,40-49,5,Vocational training,Other Germany,False,Remote
CAN10464,40-49,6,Master,Other Germany,False,Hybrid
CAN10465,40-49,7,Doctorate,Cologne,True,Hybrid
CAN10466,30-39,4,Master,Munich,False,Hybrid
CAN10467,30-39,6,Other,Hamburg,True,Hybrid
CAN10468,40-49,6,Vocational training,Cologne,False,Hybrid
CAN10469,40-49,7,Master,Other Germany,False,Remote
CAN10470,20-29,2,Vocational training,Other Germany,False,Hybrid
CAN10471,40-49,8,Vocational training,Berlin,True,On-site
CAN10472,40-49,4,Master,Frankfurt,False,Hybrid
CAN10473,30-39,2,Vocational training,Other Germany,True,Hybrid
CAN10474,40-49,16,Bachelor,Other Germany,True,Hybrid
CAN10475,20-29,0,Vocational training,Other Germany,False,Hybrid
CAN10476,20-29,3,Bachelor,Cologne,True,No preference
CAN10477,30-39,6,Bachelor,Cologne,False,Remote
CAN10478,30-39,11,Vocational training,Berlin,False,Hybrid
CAN10479,30-39,5,Master,Cologne,False,Remote
CAN10480,30-39,0,Vocational training,Berlin,False,Hybrid
CAN10481,20-29,3,Bachelor,Berlin,True,No preference
CAN10482,30-39,9,Vocational training,Frankfurt,True,Remote
CAN10483,50+,24,Vocational training,Other Germany,False,Hybrid
CAN10484,40-49,1,Vocational training,Berlin,False,Remote
CAN10485,40-49,8,Bachelor,Munich,False,Remote
CAN10486,20-29,2,Vocational training,Frankfurt,False,Hybrid
CAN10487,20-29,6,Doctorate,Frankfurt,True,On-site
CAN10488,30-39,2,Vocational training,Berlin,True,On-site
CAN10489,30-39,0,Vocational training,Other Germany,False,No preference
CAN10490,30-39,9,Bachelor,Munich,False,No preference
CAN10491,50+,9,Vocational training,Berlin,False,Hybrid
CAN10492,30-39,12,Vocational training,Other Germany,True,Hybrid
CAN10493,40-49,7,Bachelor,Other Germany,True,Remote
CAN10494,30-39,6,Bachelor,Outside Germany,True,On-site
CAN10495,40-49,4,Vocational training,Outside Germany,False,Remote
CAN10496,40-49,15,Bachelor,Outside Germany,True,Hybrid
CAN10497,40-49,8,Vocational training,Hamburg,False,Remote
CAN10498,30-39,13,Master,Munich,False,Remote
CAN10499,30-39,10,Bachelor,Munich,False,No preference
CAN10500,30-39,1,Doctorate,Hamburg,True,On-site
CAN10501,30-39,12,Bachelor,Hamburg,True,Hybrid
CAN10502,40-49,8,Bachelor,Outside Germany,False,Hybrid
CAN10503,30-39,6,Vocational training,Other Germany,False,Hybrid
CAN10504,30-39,3,Master,Hamburg,False,Hybrid
CAN10505,30-39,6,Master,Frankfurt,False,Remote
CAN10506,30-39,3,Vocational training,Other Germany,False,Hybrid
CAN10507,40-49,1,Vocational training,Cologne,False,No preference
CAN10508,40-49,0,Bachelor,Frankfurt,True,Remote
CAN10509,20-29,1,Master,Other Germany,True,Hybrid
CAN10510,20-29,5,Bachelor,Cologne,True,Remote
CAN10511,20-29,2,Vocational training,Cologne,False,Hybrid
CAN10512,20-29,1,Vocational training,Outside Germany,True,Hybrid
CAN10513,40-49,6,Vocational training,Hamburg,True,Hybrid
CAN10514,50+,10,Master,Cologne,False,Remote
CAN10515,20-29,3,Vocational training,Other Germany,True,Remote
CAN10516,20-29,6,Doctorate,Other Germany,False,Hybrid
CAN10517,30-39,3,Vocational training,Other Germany,False,Remote
CAN10518,50+,18,Master,Frankfurt,True,Hybrid
CAN10519,20-29,8,Doctorate,Other Germany,False,No preference
CAN10520,40-49,12,Vocational training,Berlin,True,On-site
CAN10521,20-29,7,Vocational training,Munich,False,Hybrid
CAN10522,20-29,5,Vocational training,Munich,False,Remote
CAN10523,40-49,7,Bachelor,Frankfurt,False,No preference
CAN10524,40-49,16,Bachelor,Frankfurt,False,Remote
CAN10525,30-39,7,Vocational training,Frankfurt,True,Remote
CAN10526,20-29,2,Bachelor,Other Germany,True,No preference
CAN10527,30-39,1,Vocational training,Other Germany,True,On-site
CAN10528,50+,15,Vocational training,Outside Germany,False,Hybrid
CAN10529,40-49,2,Other,Other Germany,True,Hybrid
CAN10530,40-49,9,Bachelor,Frankfurt,True,On-site
CAN10531,30-39,7,Vocational training,Frankfurt,False,Remote
CAN10532,20-29,3,Master,Hamburg,False,Hybrid
CAN10533,30-39,4,Vocational training,Hamburg,True,No preference
CAN10534,40-49,8,Bachelor,Hamburg,False,Remote
CAN10535,30-39,2,Master,Cologne,False,Remote
CAN10536,30-39,4,Vocational training,Berlin,False,Hybrid
CAN10537,30-39,2,Master,Berlin,False,No preference
CAN10538,30-39,6,Master,Other Germany,False,Remote
CAN10539,50+,11,Master,Other Germany,True,Hybrid
CAN10540,30-39,2,Bachelor,Munich,False,On-site
CAN10541,30-39,1,Bachelor,Other Germany,True,On-site
CAN10542,30-39,4,Vocational training,Cologne,True,Hybrid
CAN10543,40-49,9,Bachelor,Berlin,False,Hybrid
CAN10544,20-29,10,Vocational training,Hamburg,False,Remote
CAN10545,30-39,4,Master,Other Germany,False,Hybrid
CAN10546,30-39,2,Doctorate,Hamburg,False,Hybrid
CAN10547,50+,20,Vocational training,Other Germany,True,Hybrid
CAN10548,30-39,9,Doctorate,Other Germany,False,Remote
CAN10549,40-49,4,Bachelor,Other Germany,True,Hybrid
CAN10550,40-49,23,Vocational training,Other Germany,True,Hybrid
CAN10551,30-39,13,Vocational training,Munich,False,Hybrid
CAN10552,40-49,4,Vocational training,Munich,True,Hybrid
CAN10553,40-49,7,Vocational training,Hamburg,True,Hybrid
CAN10554,40-49,7,Master,Other Germany,False,No preference
CAN10555,20-29,7,Other,Frankfurt,True,Hybrid
CAN10556,30-39,11,Doctorate,Munich,True,Hybrid
CAN10557,30-39,19,Vocational training,Berlin,False,Remote
CAN10558,40-49,8,Doctorate,Berlin,True,Remote
CAN10559,40-49,3,Vocational training,Frankfurt,False,Hybrid
CAN10560,50+,15,Vocational training,Munich,True,Hybrid
CAN10561,50+,10,Bachelor,Berlin,False,No preference
CAN10562,40-49,11,Master,Frankfurt,True,Remote
CAN10563,30-39,3,Vocational training,Hamburg,False,Remote
CAN10564,30-39,2,Bachelor,Frankfurt,False,Remote
CAN10565,30-39,7,Doctorate,Other Germany,False,On-site
CAN10566,40-49,12,Master,Berlin,False,On-site
CAN10567,20-29,6,Other,Hamburg,True,Hybrid
CAN10568,30-39,10,Doctorate,Frankfurt,False,Hybrid
CAN10569,20-29,8,Bachelor,Other Germany,False,Hybrid
CAN10570,30-39,10,Vocational training,Munich,False,On-site
CAN10571,40-49,4,Master,Frankfurt,False,No preference
CAN10572,20-29,3,Bachelor,Cologne,True,Hybrid
CAN10573,40-49,8,Bachelor,Hamburg,False,Hybrid
CAN10574,30-39,2,Bachelor,Other Germany,False,No preference
CAN10575,40-49,8,Bachelor,Munich,False,On-site
CAN10576,40-49,6,Bachelor,Frankfurt,False,Remote
CAN10577,40-49,12,Master,,True,Remote
CAN10578,40-49,12,Bachelor,Cologne,True,On-site
CAN10579,30-39,5,Bachelor,Frankfurt,False,No preference
CAN10580,40-49,4,Bachelor,Berlin,False,Hybrid
CAN10581,30-39,4,Bachelor,Other Germany,False,Remote
CAN10582,30-39,2,Master,Berlin,False,No preference
CAN10583,30-39,6,Bachelor,Frankfurt,False,Hybrid
CAN10584,40-49,4,Other,Other Germany,True,Hybrid
CAN10585,40-49,7,Bachelor,Other Germany,False,No preference
CAN10586,40-49,15,Master,Outside Germany,False,On-site
CAN10587,40-49,5,Vocational training,Frankfurt,True,Hybrid
CAN10588,20-29,5,Bachelor,Berlin,False,Hybrid
CAN10589,40-49,2,Bachelor,Frankfurt,False,Remote
CAN10590,50+,12,Other,Munich,False,Hybrid
CAN10591,30-39,3,Bachelor,Other Germany,False,No preference
CAN10592,30-39,8,Vocational training,Frankfurt,True,No preference
CAN10593,40-49,10,Master,Cologne,False,On-site
CAN10594,50+,7,Vocational training,Berlin,False,Hybrid
CAN10595,40-49,3,Bachelor,Berlin,True,Hybrid
CAN10596,40-49,3,Master,Frankfurt,False,No preference
CAN10597,40-49,5,Other,Cologne,False,Hybrid
CAN10598,20-29,4,Vocational training,Berlin,False,Remote
CAN10599,30-39,5,Master,Other Germany,False,Remote
CAN10600,20-29,0,Vocational training,Berlin,False,On-site
CAN10601,20-29,3,Master,Frankfurt,False,On-site
CAN10602,30-39,2,Master,Cologne,True,Remote
CAN10603,50+,24,Vocational training,Outside Germany,True,On-site
CAN10604,40-49,6,Doctorate,Other Germany,False,Remote
CAN10605,40-49,6,Doctorate,Other Germany,False,Remote
CAN10606,30-39,8,Vocational training,Berlin,True,Hybrid
CAN10607,20-29,5,Vocational training,Outside Germany,False,Remote
CAN10608,40-49,6,Other,Frankfurt,False,Remote
CAN10609,50+,13,Bachelor,Munich,False,Hybrid
CAN10610,30-39,4,Vocational training,Berlin,False,Hybrid
CAN10611,20-29,5,Vocational training,Berlin,True,Hybrid
CAN10612,30-39,5,Vocational training,Cologne,False,No preference
CAN10613,40-49,2,Bachelor,Other Germany,False,Remote
CAN10614,40-49,10,Bachelor,Other Germany,True,Hybrid
CAN10615,30-39,12,Bachelor,Frankfurt,True,Hybrid
CAN10616,40-49,16,Doctorate,Other Germany,False,Hybrid
CAN10617,40-49,5,Vocational training,Other Germany,True,No preference
CAN10618,30-39,1,Master,Other Germany,False,Hybrid
CAN10619,20-29,5,Vocational training,Cologne,False,Hybrid
CAN10620,30-39,2,Master,Berlin,True,Hybrid
CAN10621,30-39,4,Bachelor,Frankfurt,False,Hybrid
CAN10622,40-49,7,Vocational training,Other Germany,False,Remote
CAN10623,40-49,6,Vocational training,Berlin,False,Hybrid
CAN10624,30-39,7,Vocational training,Outside Germany,False,Remote
CAN10625,40-49,11,Bachelor,Berlin,True,No preference
CAN10626,30-39,2,Bachelor,Other Germany,False,No preference
CAN10627,20-29,3,Other,Other Germany,True,On-site
CAN10628,30-39,4,Bachelor,Other Germany,True,Hybrid
CAN10629,50+,9,Bachelor,Other Germany,False,Hybrid
CAN10630,50+,17,Master,Munich,True,Hybrid
CAN10631,20-29,1,Other,Berlin,True,Hybrid
CAN10632,20-29,4,Vocational training,Frankfurt,True,Hybrid
CAN10633,40-49,7,Vocational training,Other Germany,False,Hybrid
CAN10634,40-49,8,Bachelor,Other Germany,True,Hybrid
CAN10635,40-49,17,Master,Munich,False,Remote
CAN10636,50+,14,Vocational training,Other Germany,False,Remote
CAN10637,50+,17,Bachelor,Other Germany,False,No preference
CAN10638,30-39,7,Vocational training,Frankfurt,True,Hybrid
CAN10639,40-49,7,Bachelor,Frankfurt,True,On-site
CAN10640,20-29,1,Master,Berlin,False,Remote
CAN10641,20-29,2,Master,Other Germany,False,Hybrid
CAN10642,40-49,3,Other,Munich,False,No preference
CAN10643,40-49,10,Master,Cologne,False,No preference
CAN10644,30-39,2,Master,Frankfurt,True,Remote
CAN10645,50+,8,Bachelor,Berlin,False,Hybrid
CAN10646,30-39,2,Bachelor,Hamburg,False,On-site
CAN10647,40-49,25,Bachelor,Munich,False,On-site
CAN10648,30-39,3,Bachelor,Cologne,False,On-site
CAN10649,30-39,6,Bachelor,Munich,False,Hybrid
CAN10650,40-49,10,Master,Frankfurt,False,Hybrid
CAN10651,30-39,12,Bachelor,Frankfurt,False,Remote
CAN10652,30-39,5,Other,Cologne,False,On-site
CAN10653,20-29,7,Bachelor,Munich,True,No preference
CAN10654,40-49,12,Master,Munich,True,No preference
CAN10655,30-39,6,Bachelor,Other Germany,False,Hybrid
CAN10656,40-49,5,Master,Other Germany,False,No preference
CAN10657,20-29,1,Other,Outside Germany,False,Remote
CAN10658,40-49,6,Bachelor,Munich,True,Hybrid
CAN10659,40-49,1,Bachelor,Hamburg,False,Remote
CAN10660,20-29,1,Vocational training,Other Germany,False,Remote
CAN10661,40-49,4,Bachelor,Other Germany,True,Hybrid
CAN10662,20-29,4,Vocational training,Other Germany,False,On-site
CAN10663,20-29,3,Master,Berlin,True,Hybrid
CAN10664,50+,12,Bachelor,Berlin,False,On-site
CAN10665,20-29,5,Doctorate,Other Germany,False,Hybrid
CAN10666,30-39,4,Vocational training,Frankfurt,True,Hybrid
CAN10667,30-39,6,Other,Hamburg,False,Remote
CAN10668,30-39,8,Bachelor,Munich,True,On-site
CAN10669,30-39,5,Master,Hamburg,True,No preference
CAN10670,30-39,11,Bachelor,Other Germany,True,On-site
CAN10671,50+,10,Master,Other Germany,False,Hybrid
CAN10672,30-39,7,Vocational training,Hamburg,False,On-site
CAN10673,20-29,4,Vocational training,Hamburg,False,No preference
CAN10674,40-49,4,Vocational training,Other Germany,False,Remote
CAN10675,40-49,15,Vocational training,Hamburg,False,Remote
CAN10676,40-49,1,Vocational training,Other Germany,False,Remote
CAN10677,40-49,0,Master,Other Germany,False,No preference
CAN10678,50+,17,Vocational training,Berlin,True,Hybrid
CAN10679,30-39,9,Other,Other Germany,False,Hybrid
CAN10680,40-49,8,Bachelor,Other Germany,True,No preference
CAN10681,30-39,9,Vocational training,Berlin,True,No preference
CAN10682,40-49,15,Vocational training,Other Germany,False,Hybrid
CAN10683,50+,10,Vocational training,Berlin,False,No preference
CAN10684,20-29,7,Vocational training,Other Germany,False,Hybrid
CAN10685,30-39,5,Vocational training,Cologne,False,Remote
CAN10686,50+,19,Vocational training,Other Germany,False,Hybrid
CAN10687,40-49,9,Vocational training,Frankfurt,False,Hybrid
CAN10688,30-39,9,Master,Other Germany,False,Hybrid
CAN10689,50+,15,Doctorate,Frankfurt,True,No preference
CAN10690,30-39,2,Other,Other Germany,False,Remote
CAN10691,30-39,6,Master,Frankfurt,True,On-site
CAN10692,40-49,11,Bachelor,Cologne,False,Hybrid
CAN10693,30-39,1,Vocational training,Frankfurt,True,Hybrid
CAN10694,50+,18,Doctorate,Berlin,False,Remote
CAN10695,30-39,5,Bachelor,Hamburg,False,No preference
CAN10696,30-39,9,Other,Other Germany,False,Hybrid
CAN10697,30-39,6,Bachelor,Berlin,False,Hybrid
CAN10698,20-29,2,Bachelor,Frankfurt,True,Hybrid
CAN10699,40-49,1,Vocational training,Berlin,False,Hybrid
CAN10700,50+,13,Bachelor,Frankfurt,False,Hybrid
CAN10701,30-39,7,Master,Outside Germany,False,Hybrid
CAN10702,20-29,2,Vocational training,Other Germany,True,Hybrid
CAN10703,30-39,1,Vocational training,Other Germany,False,Hybrid
CAN10704,40-49,1,Master,Frankfurt,False,No preference
CAN10705,40-49,2,Vocational training,Frankfurt,False,Remote
CAN10706,40-49,6,Master,Hamburg,False,Remote
CAN10707,30-39,5,Vocational training,Other Germany,False,Hybrid
CAN10708,40-49,9,Bachelor,Hamburg,False,Remote
CAN10709,40-49,7,Bachelor,Cologne,False,Hybrid
CAN10710,20-29,4,Bachelor,Frankfurt,False,On-site
CAN10711,20-29,1,Bachelor,Munich,True,Hybrid
CAN10712,50+,15,Other,Cologne,True,No preference
CAN10713,30-39,2,Master,Berlin,False,Hybrid
CAN10714,40-49,5,Bachelor,Munich,False,On-site
CAN10715,40-49,5,Bachelor,Berlin,True,Remote
CAN10716,40-49,3,Bachelor,Berlin,False,Remote
CAN10717,30-39,7,Bachelor,Frankfurt,True,Hybrid
CAN10718,30-39,7,Other,Other Germany,True,Remote
CAN10719,50+,15,Bachelor,Frankfurt,True,Hybrid
CAN10720,40-49,16,Vocational training,Frankfurt,True,No preference
CAN10721,40-49,6,Master,Hamburg,False,On-site
CAN10722,20-29,8,Vocational training,Hamburg,False,Hybrid
CAN10723,40-49,9,Vocational training,Other Germany,False,No preference
CAN10724,40-49,7,Bachelor,Other Germany,False,Hybrid
CAN10725,40-49,14,Master,Munich,True,Hybrid
CAN10726,40-49,3,Bachelor,Cologne,False,Hybrid
CAN10727,20-29,2,Bachelor,Frankfurt,True,Hybrid
CAN10728,30-39,6,Bachelor,Frankfurt,False,Hybrid
CAN10729,30-39,13,Other,Berlin,False,Hybrid
CAN10730,50+,12,Vocational training,Cologne,False,No preference
CAN10731,40-49,6,Master,Other Germany,False,Hybrid
CAN10732,30-39,14,Vocational training,Other Germany,True,Hybrid
CAN10733,20-29,4,Master,Outside Germany,False,Hybrid
CAN10734,40-49,5,Vocational training,Other Germany,False,On-site
CAN10735,30-39,6,Bachelor,Berlin,False,Hybrid
CAN10736,40-49,15,Vocational training,Other Germany,True,No preference
CAN10737,20-29,5,Vocational training,Cologne,False,Hybrid
CAN10738,30-39,2,Master,Frankfurt,False,No preference
CAN10739,40-49,6,Master,Munich,False,On-site
CAN10740,30-39,15,Other,Other Germany,False,Hybrid
CAN10741,50+,10,Bachelor,Outside Germany,False,Hybrid
CAN10742,40-49,9,Other,Munich,False,Remote
CAN10743,30-39,6,Bachelor,Cologne,True,Hybrid
CAN10744,20-29,7,Vocational training,Frankfurt,True,No preference
CAN10745,30-39,5,Bachelor,Berlin,False,Remote
CAN10746,40-49,7,Bachelor,Berlin,False,On-site
CAN10747,20-29,2,Vocational training,Hamburg,True,Hybrid
CAN10748,40-49,3,Vocational training,Berlin,True,Remote
CAN10749,50+,13,Bachelor,Frankfurt,False,On-site
CAN10750,30-39,2,Master,Other Germany,False,Remote
CAN10751,30-39,6,Bachelor,Cologne,True,Remote
CAN10752,40-49,12,Bachelor,Other Germany,True,Hybrid
CAN10753,30-39,4,Vocational training,Outside Germany,False,Hybrid
CAN10754,20-29,4,Doctorate,Hamburg,False,No preference
CAN10755,40-49,4,Bachelor,Hamburg,True,Hybrid
CAN10756,30-39,9,Doctorate,Other Germany,True,On-site
CAN10757,20-29,2,Doctorate,Cologne,False,Hybrid
CAN10758,40-49,1,Vocational training,Outside Germany,False,On-site
CAN10759,40-49,4,Doctorate,Other Germany,True,Remote
CAN10760,30-39,5,Master,Frankfurt,False,Remote
CAN10761,50+,12,Bachelor,Outside Germany,True,On-site
CAN10762,30-39,2,Bachelor,Hamburg,True,Hybrid
CAN10763,40-49,6,Bachelor,Frankfurt,True,Remote
CAN10764,40-49,6,Bachelor,Cologne,False,No preference
CAN10765,20-29,2,Bachelor,Munich,False,On-site
CAN10766,40-49,4,Bachelor,Cologne,False,Hybrid
CAN10767,30-39,1,Bachelor,Other Germany,True,Hybrid
CAN10768,20-29,3,Vocational training,Frankfurt,False,No preference
CAN10769,30-39,10,Master,Frankfurt,True,Remote
CAN10770,30-39,11,Vocational training,Outside Germany,False,Hybrid
CAN10771,30-39,9,Vocational training,Frankfurt,False,On-site
CAN10772,50+,25,Vocational training,Frankfurt,False,No preference
CAN10773,40-49,6,Bachelor,Other Germany,False,Hybrid
CAN10774,30-39,12,Master,Cologne,False,Remote
CAN10775,40-49,8,Vocational training,Other Germany,False,No preference
CAN10776,40-49,10,Vocational training,Cologne,False,No preference
CAN10777,30-39,6,Vocational training,Outside Germany,True,On-site
CAN10778,40-49,14,Vocational training,Other Germany,True,Remote
CAN10779,40-49,2,Master,Frankfurt,False,Hybrid
CAN10780,30-39,10,Vocational training,Frankfurt,False,Remote
CAN10781,40-49,13,Other,Outside Germany,False,Remote
CAN10782,40-49,5,Master,Other Germany,True,Hybrid
CAN10783,40-49,4,Vocational training,Berlin,True,No preference
CAN10784,50+,15,Master,Other Germany,True,No preference
CAN10785,30-39,13,Other,Frankfurt,False,Remote
CAN10786,50+,15,Master,Hamburg,True,Hybrid
CAN10787,20-29,4,Bachelor,Munich,False,Hybrid
CAN10788,40-49,4,Vocational training,Berlin,True,Hybrid
CAN10789,30-39,12,Bachelor,Cologne,False,Hybrid
CAN10790,30-39,7,Bachelor,Berlin,True,Hybrid
CAN10791,30-39,6,Bachelor,Cologne,True,No preference
CAN10792,30-39,4,Bachelor,Hamburg,False,On-site
CAN10793,40-49,3,Vocational training,Other Germany,False,Remote
CAN10794,50+,14,Bachelor,Cologne,True,Remote
CAN10795,40-49,3,Vocational training,Other Germany,True,On-site
CAN10796,30-39,10,Master,Frankfurt,False,Hybrid
CAN10797,20-29,2,Vocational training,Other Germany,False,On-site
CAN10798,40-49,5,Vocational training,Frankfurt,False,Hybrid
CAN10799,40-49,16,Vocational training,Berlin,True,On-site
CAN10800,40-49,6,Other,Berlin,False,Remote
CAN10801,40-49,4,Vocational training,Frankfurt,True,Hybrid
CAN10802,20-29,1,Bachelor,Other Germany,False,Hybrid
CAN10803,20-29,9,Bachelor,Frankfurt,True,Remote
CAN10804,30-39,2,Vocational training,Outside Germany,False,No preference
CAN10805,20-29,4,Vocational training,Berlin,True,Hybrid
CAN10806,30-39,5,Bachelor,Other Germany,True,Hybrid
CAN10807,30-39,1,Master,Cologne,True,Hybrid
CAN10808,50+,25,Bachelor,Munich,False,No preference
CAN10809,20-29,1,Master,Other Germany,False,No preference
CAN10810,40-49,15,Vocational training,Munich,False,On-site
CAN10811,30-39,7,Bachelor,Cologne,False,Hybrid
CAN10812,50+,7,Vocational training,Other Germany,False,Hybrid
CAN10813,40-49,12,Master,Berlin,False,Remote
CAN10814,40-49,5,Master,Frankfurt,False,Remote
CAN10815,30-39,6,Master,Cologne,False,No preference
CAN10816,40-49,6,Bachelor,Munich,True,Remote
CAN10817,30-39,2,Bachelor,Outside Germany,True,On-site
CAN10818,30-39,2,Bachelor,Berlin,False,Hybrid
CAN10819,20-29,4,Vocational training,Frankfurt,False,Hybrid
CAN10820,20-29,3,Vocational training,Munich,True,Hybrid
CAN10821,40-49,5,Vocational training,Other Germany,False,Remote
CAN10822,30-39,6,Vocational training,Frankfurt,True,Hybrid
CAN10823,40-49,5,Vocational training,Frankfurt,False,Hybrid
CAN10824,50+,25,Bachelor,Frankfurt,True,Hybrid
CAN10825,30-39,2,Vocational training,Cologne,False,Hybrid
CAN10826,20-29,3,Doctorate,Other Germany,False,No preference
CAN10827,30-39,4,Master,Other Germany,False,Remote
CAN10828,30-39,4,Bachelor,Munich,False,Hybrid
CAN10829,50+,16,Vocational training,Cologne,False,Hybrid
CAN10830,30-39,1,Vocational training,Hamburg,False,Hybrid
CAN10831,20-29,2,Bachelor,Berlin,False,Remote
CAN10832,50+,13,Vocational training,Berlin,True,No preference
CAN10833,30-39,3,Bachelor,Hamburg,False,No preference
CAN10834,30-39,4,Vocational training,Other Germany,False,Hybrid
CAN10835,40-49,5,Master,Hamburg,False,On-site
CAN10836,30-39,4,Other,Hamburg,False,Remote
CAN10837,20-29,7,Master,Berlin,False,No preference
CAN10838,40-49,11,Vocational training,Hamburg,False,Remote
CAN10839,50+,14,Vocational training,Outside Germany,False,Hybrid
CAN10840,20-29,4,Bachelor,Cologne,False,Hybrid
CAN10841,40-49,1,Vocational training,Berlin,True,Hybrid
CAN10842,30-39,7,Bachelor,Frankfurt,False,Remote
CAN10843,40-49,7,Bachelor,Frankfurt,False,Remote
CAN10844,40-49,5,Vocational training,Cologne,True,No preference
CAN10845,30-39,3,Bachelor,Hamburg,True,Hybrid
CAN10846,30-39,2,Bachelor,Hamburg,False,Remote
CAN10847,40-49,16,Other,Munich,False,Hybrid
CAN10848,30-39,1,Bachelor,Munich,False,Hybrid
CAN10849,40-49,14,Master,Berlin,False,Hybrid
CAN10850,20-29,5,Master,Frankfurt,False,Hybrid
CAN10851,40-49,10,Vocational training,Frankfurt,True,No preference
CAN10852,50+,24,Bachelor,Hamburg,True,Remote
CAN10853,20-29,6,Vocational training,Hamburg,True,Hybrid
CAN10854,30-39,3,Other,Frankfurt,False,On-site
CAN10855,30-39,10,Doctorate,Other Germany,False,Remote
CAN10856,30-39,4,Doctorate,Cologne,False,No preference
CAN10857,50+,9,Vocational training,Cologne,False,Hybrid
CAN10858,40-49,4,Bachelor,Other Germany,False,No preference
CAN10859,40-49,8,Vocational training,Hamburg,False,Hybrid
CAN10860,40-49,2,Master,Cologne,False,Hybrid
CAN10861,40-49,9,Bachelor,Other Germany,False,Hybrid
CAN10862,40-49,4,Vocational training,Outside Germany,False,No preference
CAN10863,40-49,4,Vocational training,Frankfurt,True,Hybrid
CAN10864,30-39,4,Vocational training,Munich,True,Remote
CAN10865,20-29,4,Master,Frankfurt,True,On-site
