interview_id,application_id,interview_round,scheduled_date,completed_date,interview_format,interviewer_role,score,recommendation,no_show
INT003978,APP015641,1,2025-10-27,2025-10-27,Video,Hiring Manager,3.2,Hold,False
INT003979,APP015646,1,2025-12-04,2025-12-04,On-site,Hiring Manager,3.4,Proceed,False
INT003980,APP015649,1,2024-11-24,2024-11-24,Video,Hiring Manager,3.2,Hold,False
INT003981,APP015661,1,2024-03-29,2024-03-29,On-site,Hiring Manager,3.8,Proceed,False
INT003982,APP015664,1,2024-05-11,2024-05-11,Video,Hiring Manager,3.8,Proceed,False
INT003983,APP015664,2,2024-05-16,2024-05-16,On-site,Panel,2.9,Hold,False
INT003984,APP015671,1,2024-09-24,2024-09-24,Video,Hiring Manager,4.1,Proceed,False
INT003985,APP015673,1,2024-08-07,2024-08-07,Video,Hiring Manager,2.5,Reject,False
INT003986,APP015675,1,2025-09-10,2025-09-10,Video,Hiring Manager,3.5,Proceed,False
INT003987,APP015683,1,2024-03-12,2024-03-12,On-site,Hiring Manager,3.3,Hold,False
INT003988,APP015683,2,2024-03-17,2024-03-17,On-site,Panel,3.3,Proceed,False
INT003989,APP015686,1,2024-02-09,2024-02-09,On-site,Hiring Manager,4.5,Proceed,False
INT003990,APP015690,1,2024-04-12,2024-04-12,On-site,Hiring Manager,3.6,Proceed,False
INT003991,APP015690,2,2024-04-21,2024-04-21,On-site,Panel,2.9,Hold,False
INT003992,APP015705,1,2024-04-02,2024-04-02,Phone,Hiring Manager,1.2,Reject,False
INT003993,APP015718,1,2025-06-29,2025-06-29,Phone,Hiring Manager,3.0,Hold,False
INT003994,APP015728,1,2025-09-20,2025-09-20,Video,Hiring Manager,3.7,Proceed,False
INT003995,APP015731,1,2026-01-03,2026-01-03,Video,Hiring Manager,2.9,Hold,False
INT003996,APP015738,1,2024-08-13,2024-08-13,On-site,Hiring Manager,4.4,Proceed,False
INT003997,APP015742,1,2025-01-12,2025-01-12,On-site,Hiring Manager,2.4,Reject,False
INT003998,APP015743,1,2025-06-24,2025-06-24,On-site,Hiring Manager,3.0,Hold,False
INT003999,APP015752,1,2025-09-26,2025-09-26,Video,Hiring Manager,4.4,Proceed,False
INT004000,APP015756,1,2024-11-26,2024-11-26,Video,Hiring Manager,3.0,Hold,False
INT004001,APP015758,1,2025-02-16,2025-02-16,On-site,Hiring Manager,4.6,Proceed,False
INT004002,APP015772,1,2024-05-21,2024-05-21,Video,Hiring Manager,3.7,Proceed,False
INT004003,APP015778,1,2024-10-16,2024-10-16,On-site,Hiring Manager,3.1,Hold,False
INT004004,APP015778,2,2024-10-22,2024-10-22,On-site,Panel,2.8,Hold,False
INT004005,APP015783,1,2024-03-30,2024-03-30,On-site,Hiring Manager,4.0,Proceed,False
INT004006,APP015786,1,2025-08-01,2025-08-01,Phone,Hiring Manager,3.2,Hold,False
INT004007,APP015790,1,2024-09-04,2024-09-04,On-site,Hiring Manager,3.0,Hold,False
INT004008,APP015793,1,2025-03-18,2025-03-18,On-site,Hiring Manager,5.0,Proceed,False
INT004009,APP015793,2,2025-03-23,2025-03-23,On-site,Panel,5.0,Proceed,False
INT004010,APP015798,1,2025-10-28,2025-10-28,On-site,Hiring Manager,3.4,Proceed,False
INT004011,APP015810,1,2025-10-19,2025-10-19,Phone,Hiring Manager,3.7,Proceed,False
INT004012,APP015815,1,2025-09-18,2025-09-18,Video,Hiring Manager,4.0,Proceed,False
INT004013,APP015819,1,2025-11-06,2025-11-06,Video,Hiring Manager,4.5,Proceed,False
INT004014,APP015821,1,2025-06-08,2025-06-08,Video,Hiring Manager,3.3,Hold,False
INT004015,APP015823,1,2025-03-06,2025-03-06,Video,Hiring Manager,3.5,Proceed,False
INT004016,APP015825,1,2024-11-17,2024-11-17,On-site,Hiring Manager,3.4,Proceed,False
INT004017,APP015825,2,2024-11-24,2024-11-24,On-site,Panel,3.4,Proceed,False
INT004018,APP015828,1,2025-06-24,2025-06-24,Video,Hiring Manager,2.1,Reject,False
INT004019,APP015829,1,2025-06-13,2025-06-13,Video,Hiring Manager,3.1,Hold,False
INT004020,APP015829,2,2025-06-24,2025-06-24,On-site,Panel,4.2,Proceed,False
INT004021,APP015830,1,2025-11-02,2025-11-02,Video,Hiring Manager,3.1,Hold,False
INT004022,APP015832,1,2025-03-30,2025-03-30,Video,Hiring Manager,3.4,Proceed,False
INT004023,APP015836,1,2025-07-25,2025-07-25,Video,Hiring Manager,4.3,Proceed,False
INT004024,APP015840,1,2025-05-03,2025-05-03,Video,Hiring Manager,3.5,Proceed,False
INT004025,APP015843,1,2024-02-16,2024-02-16,On-site,Hiring Manager,3.3,Hold,False
INT004026,APP015848,1,2025-03-18,2025-03-18,Video,Hiring Manager,2.1,Reject,False
INT004027,APP015854,1,2025-08-07,2025-08-07,Video,Hiring Manager,3.4,Proceed,False
INT004028,APP015856,1,2024-12-05,2024-12-05,Video,Hiring Manager,4.2,Proceed,False
INT004029,APP015863,1,2025-10-28,2025-10-28,On-site,Hiring Manager,3.4,Proceed,False
INT004030,APP015873,1,2025-03-15,2025-03-15,Video,Hiring Manager,4.0,Proceed,False
INT004031,APP015876,1,2025-11-17,2025-11-17,Video,Hiring Manager,2.3,Reject,False
INT004032,APP015881,1,2024-05-14,2024-05-14,Video,Hiring Manager,3.6,Proceed,False
INT004033,APP015881,2,2024-05-24,2024-05-16,On-site,Panel,3.4,Proceed,False
INT004034,APP015892,1,2025-03-30,2025-03-30,Video,Hiring Manager,3.6,Proceed,False
INT004035,APP015895,1,2025-09-23,2025-09-23,Video,Hiring Manager,2.9,Hold,False
INT004036,APP015899,1,2024-02-05,2024-02-05,On-site,Hiring Manager,2.8,Hold,False
INT004037,APP015906,1,2025-04-04,2025-04-04,Video,Hiring Manager,2.9,Hold,False
INT004038,APP015909,1,2024-07-02,2024-07-02,On-site,Hiring Manager,3.1,Hold,False
INT004039,APP015911,1,2024-11-20,2024-11-20,On-site,Hiring Manager,3.3,Hold,False
INT004040,APP015912,1,2025-01-22,2025-01-22,Video,Hiring Manager,2.2,Reject,False
INT004041,APP015919,1,2025-05-03,2025-05-03,On-site,Hiring Manager,3.5,Proceed,False
INT004042,APP015929,1,2024-09-23,2024-09-23,Video,Hiring Manager,3.2,Hold,False
INT004043,APP015933,1,2024-05-25,2024-05-25,Video,Hiring Manager,3.5,Proceed,False
INT004044,APP015935,1,2025-11-06,2025-11-06,Video,Hiring Manager,2.9,Hold,False
INT004045,APP015939,1,2025-09-04,2025-09-04,Phone,Hiring Manager,2.9,Hold,False
INT004046,APP015943,1,2025-09-01,2025-09-01,Video,Hiring Manager,4.2,Proceed,False
INT004047,APP015944,1,2025-03-25,2025-03-25,Video,Hiring Manager,3.3,Hold,False
INT004048,APP015949,1,2025-01-12,2025-01-12,On-site,Hiring Manager,4.7,Proceed,False
INT004049,APP015958,1,2025-02-11,2025-02-11,Video,Hiring Manager,2.9,Hold,False
INT004050,APP015958,2,2025-02-20,2025-02-20,Video,Panel,2.5,Hold,False
INT004051,APP015961,1,2025-10-07,2025-10-07,Video,Hiring Manager,3.3,Hold,False
INT004052,APP015963,1,2025-10-23,2025-10-23,Phone,Hiring Manager,3.8,Proceed,False
INT004053,APP015973,1,2024-10-17,2024-10-17,Video,Hiring Manager,3.5,Proceed,False
INT004054,APP015976,1,2025-08-13,2025-08-13,Video,Hiring Manager,3.8,Proceed,False
INT004055,APP015981,1,2024-04-27,2024-04-27,Video,Hiring Manager,3.2,Hold,False
INT004056,APP015984,1,2024-10-19,2024-10-19,Phone,Hiring Manager,3.9,Proceed,False
INT004057,APP015986,1,2024-06-13,2024-06-13,Phone,Hiring Manager,2.9,Hold,False
INT004058,APP015989,1,2024-09-12,2024-09-12,On-site,Hiring Manager,4.1,Proceed,False
INT004059,APP015996,1,2024-04-28,2024-04-28,Video,Hiring Manager,3.7,Proceed,False
INT004060,APP015997,1,2025-04-10,2025-04-10,Phone,Hiring Manager,3.5,Proceed,False
INT004061,APP015998,1,2024-07-18,2024-07-18,Video,Hiring Manager,3.3,Hold,False
INT004062,APP015999,1,2025-03-23,2025-03-23,On-site,Hiring Manager,3.8,Proceed,False
INT004063,APP016000,1,2025-04-20,2025-04-20,On-site,Hiring Manager,4.3,Proceed,False
INT004064,APP016000,2,2025-04-28,2025-04-28,On-site,Panel,5.0,Proceed,False
INT004065,APP016002,1,2025-09-03,2025-09-03,Video,Hiring Manager,4.3,Proceed,False
INT004066,APP016003,1,2024-08-13,2024-08-13,Video,Hiring Manager,2.8,Hold,False
INT004067,APP016007,1,2024-12-07,2024-12-07,On-site,Hiring Manager,3.2,Hold,False
INT004068,APP016012,1,2025-09-20,2025-09-20,On-site,Hiring Manager,3.3,Hold,False
INT004069,APP016017,1,2024-10-03,2024-10-03,On-site,Hiring Manager,3.9,Proceed,False
INT004070,APP016022,1,2025-05-02,2025-05-02,On-site,Hiring Manager,3.3,Hold,False
INT004071,APP016023,1,2024-09-12,2024-09-12,Video,Hiring Manager,3.3,Hold,False
INT004072,APP016025,1,2024-04-03,2024-04-03,Phone,Hiring Manager,2.6,Reject,False
INT004073,APP016025,2,2024-04-09,2024-04-09,Video,Panel,2.9,Hold,False
INT004074,APP016035,1,2025-07-22,2025-07-22,Video,Hiring Manager,4.2,Proceed,False
INT004075,APP016041,1,2024-09-26,2024-09-26,On-site,Hiring Manager,4.5,Proceed,False
INT004076,APP016042,1,2025-03-10,2025-03-10,On-site,Hiring Manager,3.3,Hold,False
INT004077,APP016043,1,2025-03-23,2025-03-23,Video,Hiring Manager,2.7,Reject,False
INT004078,APP016046,1,2025-09-28,2025-09-28,Video,Hiring Manager,2.7,Reject,False
INT004079,APP016051,1,2024-06-24,2024-06-24,Video,Hiring Manager,3.5,Proceed,False
INT004080,APP016072,1,2024-04-16,2024-04-16,On-site,Hiring Manager,4.4,Proceed,False
INT004081,APP016073,1,2025-03-02,2025-03-02,Video,Hiring Manager,2.9,Hold,False
INT004082,APP016103,1,2025-11-21,2025-11-21,Video,Hiring Manager,3.3,Hold,False
INT004083,APP016112,1,2024-12-27,2024-12-27,Video,Hiring Manager,2.7,Reject,False
INT004084,APP016120,1,2024-12-19,2024-12-19,Video,Hiring Manager,,Hold,False
INT004085,APP016126,1,2025-03-06,2025-03-06,Video,Hiring Manager,4.6,Proceed,False
INT004086,APP016130,1,2024-08-21,2024-08-21,On-site,Hiring Manager,2.1,Reject,False
INT004087,APP016131,1,2024-02-21,2024-02-17,Video,Hiring Manager,3.2,Hold,False
INT004088,APP016132,1,2024-05-18,2024-05-18,Video,Hiring Manager,2.2,Reject,False
INT004089,APP016133,1,2024-03-21,2024-03-21,Video,Hiring Manager,3.4,Proceed,False
INT004090,APP016141,1,2025-03-19,2025-03-19,On-site,Hiring Manager,5.0,Proceed,False
INT004091,APP016146,1,2024-10-23,2024-10-23,On-site,Hiring Manager,3.4,Proceed,False
INT004092,APP016151,1,2025-06-23,2025-06-23,On-site,Hiring Manager,2.2,Reject,False
INT004093,APP016159,1,2024-11-22,2024-11-22,Video,Hiring Manager,3.6,Proceed,False
INT004094,APP016164,1,2025-05-02,2025-05-02,Video,Hiring Manager,2.7,Reject,False
INT004095,APP016167,1,2024-03-29,2024-03-29,Phone,Hiring Manager,4.2,Proceed,False
INT004096,APP016169,1,2024-08-07,2024-08-07,On-site,Hiring Manager,2.8,Hold,False
INT004097,APP016178,1,2024-08-11,2024-08-11,Video,Hiring Manager,3.6,Proceed,False
INT004098,APP016187,1,2024-12-29,2024-12-29,Video,Hiring Manager,2.1,Reject,False
INT004099,APP016188,1,2024-12-02,2024-12-02,Video,Hiring Manager,3.4,Proceed,False
INT004100,APP016192,1,2025-01-11,2025-01-11,On-site,Hiring Manager,3.4,Proceed,False
INT004101,APP016193,1,2024-07-28,2024-07-28,On-site,Hiring Manager,5.0,Proceed,False
INT004102,APP016199,1,2025-05-13,2025-05-13,Video,Hiring Manager,2.2,Reject,False
INT004103,APP016199,2,2025-05-24,2025-05-24,On-site,Panel,2.7,Hold,False
INT004104,APP016201,1,2024-08-21,2024-08-21,Video,Hiring Manager,4.1,Proceed,False
INT004105,APP016204,1,2024-07-31,2024-07-31,Video,Hiring Manager,4.2,Proceed,False
INT004106,APP016205,1,2024-10-10,2024-10-10,Phone,Hiring Manager,3.4,Proceed,False
INT004107,APP016205,2,2024-10-17,2024-10-17,On-site,Panel,3.2,Hold,False
INT004108,APP016212,1,2025-08-23,2025-08-23,Video,Hiring Manager,4.1,Proceed,False
INT004109,APP016214,1,2025-10-15,2025-10-15,On-site,Hiring Manager,4.3,Proceed,False
INT004110,APP016221,1,2025-03-31,2025-03-31,Video,Hiring Manager,2.8,Hold,False
INT004111,APP016222,1,2025-02-21,2025-02-21,Phone,Hiring Manager,4.1,Proceed,False
INT004112,APP016226,1,2025-01-13,2025-01-13,On-site,Hiring Manager,3.6,Proceed,False
INT004113,APP016226,2,2025-01-18,2025-01-18,On-site,Panel,3.6,Proceed,False
INT004114,APP016231,1,2024-02-03,2024-02-03,Video,Hiring Manager,1.7,Reject,False
INT004115,APP016231,2,2024-02-09,2024-02-09,On-site,Panel,1.8,Hold,False
INT004116,APP016235,1,2025-11-15,2025-11-15,Phone,Hiring Manager,3.2,Hold,False
INT004117,APP016240,1,2025-07-27,2025-07-27,Phone,Hiring Manager,4.2,Proceed,False
INT004118,APP016259,1,2025-01-29,2025-01-29,On-site,Hiring Manager,3.6,Proceed,False
INT004119,APP016259,2,2025-02-07,2025-02-07,On-site,Panel,4.1,Proceed,False
INT004120,APP016262,1,2025-01-15,2025-01-15,On-site,Hiring Manager,3.1,Hold,False
INT004121,APP016271,1,2025-02-03,2025-02-03,Video,Hiring Manager,4.0,Proceed,False
INT004122,APP016271,2,2025-02-13,2025-02-13,On-site,Panel,4.2,Proceed,False
INT004123,APP016272,1,2024-05-06,2024-05-06,On-site,Hiring Manager,3.1,Hold,False
INT004124,APP016272,2,2024-05-17,2024-05-17,On-site,Panel,4.3,Proceed,False
INT004125,APP016273,1,2025-05-15,2025-05-15,On-site,Hiring Manager,1.8,Reject,False
INT004126,APP016274,1,2024-08-04,2024-08-04,Video,Hiring Manager,2.8,Hold,False
INT004127,APP016276,1,2025-05-15,2025-05-15,Video,Hiring Manager,2.5,Reject,False
INT004128,APP016281,1,2025-10-01,2025-10-01,Phone,Hiring Manager,2.9,Hold,False
INT004129,APP016282,1,2025-11-16,2025-11-16,Video,Hiring Manager,2.8,Hold,False
INT004130,APP016289,1,2024-09-28,2024-09-28,On-site,Hiring Manager,3.6,Proceed,False
INT004131,APP016289,2,2024-10-07,2024-10-07,On-site,Panel,3.4,Proceed,False
INT004132,APP016295,1,2024-05-29,2024-05-29,Video,Hiring Manager,4.7,Proceed,False
INT004133,APP016296,1,2024-07-25,2024-07-25,Video,Hiring Manager,2.7,Reject,False
INT004134,APP016297,1,2025-01-18,2025-01-18,Video,Hiring Manager,4.5,Proceed,False
INT004135,APP016300,1,2025-02-09,2025-02-09,On-site,Hiring Manager,2.4,Reject,False
INT004136,APP016303,1,2024-12-03,2024-12-03,On-site,Hiring Manager,2.5,Reject,False
INT004137,APP016305,1,2024-03-14,2024-03-14,Video,Hiring Manager,4.4,Proceed,False
INT004138,APP016306,1,2024-07-13,2024-07-13,Video,Hiring Manager,3.7,Proceed,False
INT004139,APP016310,1,2025-08-23,2025-08-23,Video,Hiring Manager,3.2,Hold,False
INT004140,APP016313,1,2024-06-29,2024-06-29,On-site,Hiring Manager,3.7,Proceed,False
INT004141,APP016316,1,2025-01-19,2025-01-19,Video,Hiring Manager,2.9,Hold,False
INT004142,APP016324,1,2025-10-23,2025-10-23,Video,Hiring Manager,2.7,Reject,False
INT004143,APP016325,1,2025-09-11,2025-09-11,On-site,Hiring Manager,3.1,Hold,False
INT004144,APP016325,2,2025-09-21,2025-09-21,On-site,Panel,3.3,Proceed,False
INT004145,APP016328,1,2024-12-30,2024-12-30,Phone,Hiring Manager,4.4,Proceed,False
INT004146,APP016328,2,2025-01-05,2025-01-05,On-site,Panel,5.0,Proceed,False
INT004147,APP016331,1,2024-11-02,2024-11-02,On-site,Hiring Manager,4.4,Proceed,False
INT004148,APP016332,1,2025-07-08,2025-07-08,On-site,Hiring Manager,4.0,Proceed,False
INT004149,APP016333,1,2025-03-07,2025-03-07,Video,Hiring Manager,3.9,Proceed,False
INT004150,APP016337,1,2024-05-21,2024-05-21,On-site,Hiring Manager,2.2,Reject,False
INT004151,APP016339,1,2025-04-19,2025-04-19,Video,Hiring Manager,3.5,Proceed,False
INT004152,APP016339,2,2025-04-28,2025-04-28,On-site,Panel,3.7,Proceed,False
INT004153,APP016341,1,2024-07-17,2024-07-17,Video,Hiring Manager,3.0,Hold,False
INT004154,APP016341,2,2024-07-23,2024-07-23,On-site,Panel,3.9,Proceed,False
INT004155,APP016342,1,2024-09-02,2024-09-02,On-site,Hiring Manager,3.6,Proceed,False
INT004156,APP016345,1,2025-02-26,2025-02-26,On-site,Hiring Manager,3.6,Proceed,False
INT004157,APP016346,1,2025-08-26,2025-08-26,Video,Hiring Manager,4.4,Proceed,False
INT004158,APP016347,1,2025-02-18,2025-02-18,On-site,Hiring Manager,4.1,Proceed,False
INT004159,APP016348,1,2025-11-12,2025-11-12,On-site,Hiring Manager,3.5,Proceed,False
INT004160,APP016349,1,2025-12-08,2025-12-08,Video,Hiring Manager,3.5,Proceed,False
INT004161,APP016355,1,2024-10-28,2024-10-28,Video,Hiring Manager,3.1,Hold,False
INT004162,APP016361,1,2025-06-19,2025-06-19,Video,Hiring Manager,4.3,Proceed,False
INT004163,APP016361,2,2025-06-23,2025-06-23,On-site,Panel,4.5,Proceed,False
INT004164,APP016362,1,2026-01-01,2026-01-01,On-site,Hiring Manager,1.8,Reject,False
INT004165,APP016363,1,2025-11-07,2025-11-07,On-site,Hiring Manager,3.1,Hold,False
INT004166,APP016367,1,2024-07-27,2024-07-27,Video,Hiring Manager,3.4,Proceed,False
INT004167,APP016368,1,2024-09-29,2024-09-29,Video,Hiring Manager,1.8,Reject,False
INT004168,APP016371,1,2024-08-30,2024-08-30,Video,Hiring Manager,3.1,Hold,False
INT004169,APP016373,1,2025-10-15,2025-10-15,Phone,Hiring Manager,4.1,Proceed,False
INT004170,APP016377,1,2025-05-30,2025-05-30,Video,Hiring Manager,3.7,Proceed,False
INT004171,APP016379,1,2025-11-17,2025-11-17,On-site,Hiring Manager,4.1,Proceed,False
INT004172,APP016392,1,2024-08-06,2024-08-06,On-site,Hiring Manager,2.5,Reject,False
INT004173,APP016397,1,2025-01-16,2025-01-16,Phone,Hiring Manager,3.1,Hold,False
INT004174,APP016398,1,2025-03-20,2025-03-20,Video,Hiring Manager,4.5,Proceed,False
INT004175,APP016399,1,2024-10-13,2024-10-13,On-site,Hiring Manager,2.5,Reject,False
INT004176,APP016399,2,2024-10-20,2024-10-20,On-site,Panel,,Hold,False
INT004177,APP016403,1,2025-03-30,2025-03-30,Video,Hiring Manager,2.2,Reject,False
INT004178,APP016409,1,2025-02-14,2025-02-14,Video,Hiring Manager,4.2,Proceed,False
INT004179,APP016413,1,2025-07-13,2025-07-13,Video,Hiring Manager,3.2,Hold,False
INT004180,APP016415,1,2025-03-07,2025-03-07,Video,Hiring Manager,4.3,Proceed,False
INT004181,APP016419,1,2024-09-04,2024-09-04,Video,Hiring Manager,4.2,Proceed,False
INT004182,APP016421,1,2024-11-29,2024-11-29,Video,Hiring Manager,3.9,Proceed,False
INT004183,APP016435,1,2025-04-01,2025-04-01,Video,Hiring Manager,2.3,Reject,False
INT004184,APP016438,1,2025-08-23,2025-08-23,Video,Hiring Manager,2.4,Reject,False
INT004185,APP016446,1,2024-03-19,2024-03-19,On-site,Hiring Manager,4.2,Proceed,False
INT004186,APP016446,2,2024-03-26,2024-03-26,On-site,Panel,,Hold,False
INT004187,APP016447,1,2025-02-10,2025-02-10,Video,Hiring Manager,2.4,Reject,False
INT004188,APP016453,1,2025-11-11,2025-11-11,Phone,Hiring Manager,3.3,Hold,False
INT004189,APP016457,1,2025-04-20,2025-04-20,Video,Hiring Manager,3.4,Proceed,False
INT004190,APP016465,1,2024-11-01,2024-11-01,Video,Hiring Manager,2.3,Reject,False
INT004191,APP016467,1,2024-04-10,2024-04-10,On-site,Hiring Manager,4.8,Proceed,False
INT004192,APP016472,1,2025-05-23,2025-05-23,Phone,Hiring Manager,2.5,Reject,False
INT004193,APP016474,1,2024-11-22,2024-11-22,On-site,Hiring Manager,2.9,Hold,False
INT004194,APP016480,1,2025-08-06,2025-08-06,Video,Hiring Manager,2.5,Reject,False
INT004195,APP016488,1,2024-10-16,2024-10-16,Video,Hiring Manager,4.1,Proceed,False
INT004196,APP016488,2,2024-10-27,2024-10-27,Video,Panel,5.0,Proceed,False
INT004197,APP016489,1,2025-07-11,2025-07-11,Video,Hiring Manager,3.4,Proceed,False
INT004198,APP016495,1,2025-01-17,2025-01-17,Video,Hiring Manager,3.9,Proceed,False
INT004199,APP016498,1,2025-09-20,2025-09-20,Video,Hiring Manager,4.4,Proceed,False
INT004200,APP016505,1,2024-11-25,2024-11-25,On-site,Hiring Manager,4.3,Proceed,False
INT004201,APP016507,1,2025-11-26,2025-11-26,Video,Hiring Manager,3.5,Proceed,False
INT004202,APP016509,1,2025-04-17,2025-04-17,Video,Hiring Manager,3.8,Proceed,False
INT004203,APP016511,1,2025-05-16,2025-05-16,Video,Hiring Manager,3.2,Hold,False
INT004204,APP016514,1,2025-03-01,2025-03-01,Video,Hiring Manager,2.7,Reject,False
INT004205,APP016517,1,2025-05-22,2025-05-22,Video,Hiring Manager,4.4,Proceed,False
INT004206,APP016520,1,2024-11-13,2024-11-13,Video,Hiring Manager,2.8,Hold,False
INT004207,APP016520,2,2024-11-22,2024-11-22,On-site,Panel,,Hold,False
INT004208,APP016522,1,2025-11-07,2025-11-07,Video,Hiring Manager,3.3,Hold,False
INT004209,APP016523,1,2024-12-23,2024-12-23,Video,Hiring Manager,2.9,Hold,False
INT004210,APP016525,1,2025-05-21,2025-05-21,Video,Hiring Manager,4.8,Proceed,False
INT004211,APP016533,1,2025-04-08,2025-04-08,On-site,Hiring Manager,4.1,Proceed,False
INT004212,APP016535,1,2024-09-16,2024-09-16,Video,Hiring Manager,3.8,Proceed,False
INT004213,APP016539,1,2025-05-07,2025-05-07,Phone,Hiring Manager,3.8,Proceed,False
INT004214,APP016540,1,2025-12-25,2025-12-25,On-site,Hiring Manager,2.4,Reject,False
INT004215,APP016540,2,2025-12-30,2025-12-30,On-site,Panel,2.1,Hold,False
INT004216,APP016545,1,2025-08-17,2025-08-17,On-site,Hiring Manager,3.4,Proceed,False
INT004217,APP016550,1,2024-10-02,2024-10-02,On-site,Hiring Manager,1.9,Reject,False
INT004218,APP016551,1,2025-03-29,2025-03-29,Video,Hiring Manager,1.4,Reject,False
INT004219,APP016551,2,2025-04-05,2025-04-05,On-site,Panel,1.0,Hold,False
INT004220,APP016556,1,2025-05-09,2025-05-09,Video,Hiring Manager,5.0,Proceed,False
INT004221,APP016562,1,2025-05-27,2025-05-27,Video,Hiring Manager,3.7,Proceed,False
INT004222,APP016566,1,2024-07-29,2024-07-29,On-site,Hiring Manager,3.4,Proceed,False
INT004223,APP016567,1,2025-04-09,2025-04-09,Video,Hiring Manager,5.0,Proceed,False
INT004224,APP016568,1,2025-04-02,2025-04-02,On-site,Hiring Manager,3.0,Hold,False
INT004225,APP016584,1,2025-04-13,2025-04-13,On-site,Hiring Manager,4.0,Proceed,False
INT004226,APP016585,1,2024-04-05,2024-04-05,Video,Hiring Manager,3.3,Hold,False
INT004227,APP016592,1,2025-02-21,2025-02-21,On-site,Hiring Manager,4.3,Proceed,False
INT004228,APP016592,2,2025-02-26,2025-02-26,On-site,Panel,4.5,Proceed,False
INT004229,APP016593,1,2024-11-27,2024-11-27,On-site,Hiring Manager,3.2,Hold,False
INT004230,APP016607,1,2024-05-12,2024-05-12,Video,Hiring Manager,3.7,Proceed,False
INT004231,APP016612,1,2025-05-29,2025-05-29,Video,Hiring Manager,3.4,Proceed,False
INT004232,APP016613,1,2024-06-11,2024-06-11,Video,Hiring Manager,4.1,Proceed,False
INT004233,APP016614,1,2024-11-23,2024-11-23,Video,Hiring Manager,3.0,Hold,False
INT004234,APP016615,1,2025-03-31,2025-03-31,Phone,Hiring Manager,3.4,Proceed,False
INT004235,APP016623,1,2024-12-07,2024-12-07,Video,Hiring Manager,3.1,Hold,False
INT004236,APP016623,2,2024-12-18,2024-12-18,On-site,Panel,3.9,Proceed,False
INT004237,APP016624,1,2024-09-06,2024-09-06,Phone,Hiring Manager,2.5,Reject,False
INT004238,APP016624,2,2024-09-15,2024-09-15,Video,Panel,2.5,Hold,False
INT004239,APP016630,1,2025-03-24,2025-03-24,On-site,Hiring Manager,4.0,Proceed,False
INT004240,APP016633,1,2024-05-26,2024-05-26,Video,Hiring Manager,3.4,Proceed,False
INT004241,APP016634,1,2024-05-06,2024-05-06,Phone,Hiring Manager,4.3,Proceed,False
INT004242,APP016635,1,2025-10-10,2025-10-10,On-site,Hiring Manager,3.8,Proceed,False
INT004243,APP016635,2,2025-10-15,2025-10-15,On-site,Panel,3.7,Proceed,False
INT004244,APP016636,1,2025-04-01,2025-04-01,Video,Hiring Manager,3.5,Proceed,False
INT004245,APP016638,1,2024-10-15,2024-10-15,Video,Hiring Manager,2.2,Reject,False
INT004246,APP016639,1,2025-04-30,2025-04-30,On-site,Hiring Manager,2.0,Reject,False
INT004247,APP016644,1,2025-09-03,2025-09-03,Video,Hiring Manager,4.9,Proceed,False
INT004248,APP016646,1,2025-03-23,2025-03-23,Video,Hiring Manager,4.5,Proceed,False
INT004249,APP016667,1,2025-01-18,2025-01-18,Video,Hiring Manager,3.4,Proceed,False
INT004250,APP016675,1,2025-10-21,2025-10-21,On-site,Hiring Manager,2.7,Reject,False
INT004251,APP016677,1,2024-10-05,2024-10-05,Video,Hiring Manager,3.5,Proceed,False
INT004252,APP016681,1,2025-03-15,2025-03-15,Video,Hiring Manager,4.0,Proceed,False
INT004253,APP016696,1,2024-11-28,2024-11-28,Phone,Hiring Manager,4.0,Proceed,False
INT004254,APP016699,1,2024-09-29,2024-09-29,Video,Hiring Manager,1.8,Reject,False
INT004255,APP016702,1,2025-02-18,2025-02-18,Phone,Hiring Manager,3.4,Proceed,False
INT004256,APP016703,1,2025-01-26,2025-01-26,Video,Hiring Manager,4.1,Proceed,False
INT004257,APP016706,1,2024-03-03,2024-03-03,On-site,Hiring Manager,2.0,Reject,False
INT004258,APP016707,1,2025-02-18,2025-02-18,Video,Hiring Manager,3.2,Hold,False
INT004259,APP016707,2,2025-03-01,2025-03-01,On-site,Panel,3.7,Proceed,False
INT004260,APP016716,1,2025-11-04,2025-11-04,On-site,Hiring Manager,4.2,Proceed,False
INT004261,APP016727,1,2025-10-16,2025-10-16,On-site,Hiring Manager,2.3,Reject,False
INT004262,APP016730,1,2024-12-16,2024-12-16,On-site,Hiring Manager,2.2,Reject,False
INT004263,APP016730,2,2024-12-27,2024-12-27,On-site,Panel,2.1,Hold,False
INT004264,APP016732,1,2024-03-10,2024-03-10,Phone,Hiring Manager,4.3,Proceed,False
INT004265,APP016739,1,2025-11-26,2025-11-26,On-site,Hiring Manager,3.6,Proceed,False
INT004266,APP016748,1,2025-02-24,2025-02-24,Video,Hiring Manager,2.3,Reject,False
INT004267,APP016753,1,2025-03-11,2025-03-11,On-site,Hiring Manager,2.7,Reject,False
INT004268,APP016757,1,2024-07-10,2024-07-10,Video,Hiring Manager,4.2,Proceed,False
INT004269,APP016757,2,2024-07-16,2024-07-16,Video,Panel,4.2,Proceed,False
INT004270,APP016758,1,2024-03-29,2024-03-29,Phone,Hiring Manager,2.7,Reject,False
